transaction date,cust,notes,item,unit,current stock,qty
05.03.2026,BT-3000,-,Backshell India0_BT3000(version),pcs,,420
05.03.2026,BT-3000,-,Backshell India0_BT3000(version),pcs,,672
05.03.2026,ONEBLADE BODY,-,Body Comb (Version),pcs,,4800
05.03.2026,ONEBLADE BODY,-,Body Comb (Version),pcs,,4800
05.03.2026,ONEBLADE BODY,-,Body Comb (Version),pcs,,1600
05.03.2026,BT-3000,-,Frontshell India0_BT3000 PHILIPS logo,pcs,,600
05.03.2026,HERMES,-,Charging Stand Kratos,pcs,,3300
05.03.2026,BT-3000,-,Frontshell India0_BT3000 PHILIPS logo,pcs,,480
05.03.2026,HERMES,-,Charging Stand Kratos,pcs,,100
05.03.2026,YIN YANG,-,SFS 5mm Comb YY,pcs,,1360
05.03.2026,YIN YANG,-,SFS 5mm Comb YY,pcs,,1360
05.03.2026,YIN YANG,-,SFS Frame YY Sage,pcs,,6400
05.03.2026,YIN YANG,-,SFS 3mm Comb YY,pcs,,1600
05.03.2026,YIN YANG,-,SFS 3mm Comb YY,pcs,,3200
05.03.2026,XENON,-,Comb Actuator Xenon,pcs,,3200
05.03.2026,SIGMA,-,P-Cap 360 Degree Blade,pcs,,7200
05.03.2026,SIGMA,-,P-Cap 360 Degree Blade,pcs,,7200
05.03.2026,SIGMA,-,P-Cap 360 Degree Blade,pcs,,7200
05.03.2026,SIGMA,-,P-Cap 360 Degree Blade,pcs,,7200
05.03.2026,BT-3000,-,COMB 32MM CONV PC_BT3000(VERSION),pcs,,720
05.03.2026,BT-3000,-,COMB 32MM CONV PC_BT3000(VERSION),pcs,,720
05.03.2026,YIN YANG,-,SFS 2mm Comb YY,pcs,,3200
05.03.2026,XENON,-,Motor Cover Xenon,pcs,,2720
05.03.2026,RAMBO,-,Battery Frame Rambo,pcs,,7040
05.03.2026,YIN YANG,-,Head Interface Non Optilight Black,pcs,,2000
05.03.2026,RAMBO,-,Motor Top Cap_Rambo,pcs,,3600
05.03.2026,RAMBO,-,Motor Top Cap_Rambo,pcs,,1200
05.03.2026,RAMBO,-,Motor Top Cap_Rambo,pcs,,1200
05.03.2026,YIN YANG,-,Display Panel Yin BG5,pcs,,8000
05.03.2026,SIGMA,-,Panel Holder,pcs,,25000
05.03.2026,BT-3000,-,Decopanel_BT3000 (version),pcs,,1440
05.03.2026,BT-3000,-,Comb Inner Guidance_BT3000 (Version),pcs,,2400
05.03.2026,BT-3000,-,SPINE_BT3000(VERSION),pcs,,600
05.03.2026,BT-3000,-,SPINE_BT3000(VERSION),pcs,,600
05.03.2026,YIN YANG,-,SFS Frame YY White,pcs,,3200
05.03.2026,BT-3000,-,COMB ACTUATOR_BT3000 (VERSION),pcs,,2400
05.03.2026,YIN YANG,-,Head Interface Optilight Black,pcs,,2000
05.03.2026,YIN YANG,-,PCBA Battery Motor Frame 14500,pcs,,720
05.03.2026,YIN YANG,-,PCBA Battery Motor Frame 14500,pcs,,720
05.03.2026,YIN YANG,-,PCBA Battery Motor Frame 14500,pcs,,1440
05.03.2026,YIN YANG,-,PCBA Battery Motor Frame 14500,pcs,,720
05.03.2026,YIN YANG,-,PCBA Battery Motor Frame 14500,pcs,,1920
05.03.2026,XENON,-,O/O Button D-Slate Xenon,pcs,,1536
06.03.2026,JUNIOR ,-,STAND BOTTOM MOLDED#ALPINE WHITE,pcs,,260
06.03.2026,JUNIOR ,-,Tray Assy Walita LV,pcs,,96
06.03.2026,JUNIOR ,-,Tray Assy Walita LV,pcs,,72
06.03.2026,JUNIOR ,-,HOUSING PRTED GC6842 Walita,pcs,,252
06.03.2026,JUNIOR ,-,STAND TOP MOLDED Magic Purple,pcs,,90
06.03.2026,JUNIOR ,-,TUBE COVER MOLDED# ALPINE WHITE,pcs,,1000
06.03.2026,JUNIOR ,-,COVER MOLDED# .([^\,pcs,,216
06.03.2026,JUNIOR ,-,CHASSIS MOLDED# ALPINE WHITE,pcs,,240
06.03.2026,JUNIOR ,-,Stand Top Molded LV Magic Purple,pcs,,120
06.03.2026,JUNIOR ,-,Stand Top Molded LV Magic Purple,pcs,,30
06.03.2026,JUNIOR ,-,Stand Top Molded LV Magic Purple,pcs,,15
06.03.2026,JUNIOR ,-,COVER MOLDED# .([^\,pcs,,36
06.03.2026,JUNIOR ,-,Tray Assy Walita HV,pcs,,96
06.03.2026,JUNIOR ,-,INLAY-LIGHT STRIP ASSY MOLDED Magic Purp,pcs,,210
06.03.2026,YIN YANG,-,PCBA Battery Motor Frame 14500,pcs,,720
06.03.2026,JUNIOR ,-,DECO PLATE PRTED,pcs,,1200
06.03.2026,YIN YANG,-,PCBA Battery Motor Frame 14500,pcs,,1920
06.03.2026,YIN YANG,-,PCBA Battery Motor Frame 14500,pcs,,480
06.03.2026,YIN YANG,-,PCBA Battery Motor Frame 14500,pcs,,1200
06.03.2026,SIGMA,-,P-Cap 360 Degree Blade,pcs,,9600
06.03.2026,SIGMA,-,P-Cap 360 Degree Blade,pcs,,7200
06.03.2026,RAMBO,-,Motor Top Cap_Rambo,pcs,,1200
06.03.2026,RAMBO,-,Motor Top Cap_Rambo,pcs,,1200
06.03.2026,RAMBO,-,Motor Top Cap_Rambo,pcs,,600
06.03.2026,RAMBO,-,Motor Top Cap_Rambo,pcs,,600
06.03.2026,SIGMA,-,Panel Holder,pcs,,25000
06.03.2026,RAMBO,-,Motor End Connector_RK,pcs,,6000
06.03.2026,RAMBO,-,Battery Frame Rambo,pcs,,1280
06.03.2026,RAMBO,-,Battery Frame Rambo,pcs,,2560
06.03.2026,SIGMA,-,P-Cap 360 Degree Blade,pcs,,4800
06.03.2026,YIN YANG,-,PCBA Battery Motor Frame 14500,pcs,,720
06.03.2026,YIN YANG,-,PCBA Battery Motor Frame 14500,pcs,,1440
06.03.2026,YIN YANG,-,PCBA Battery Motor Frame 14500,pcs,,720
06.03.2026,YIN YANG,-,PCBA Battery Motor Frame 14500,pcs,,720
07.03.2026,YIN YANG,-,PCBA Battery Motor Frame 14500,pcs,,480
07.03.2026,YIN YANG,-,PCBA Battery Motor Frame 14500,pcs,,480
07.03.2026,NEO,-,Top Panel HE TP Philips MLU Utility Grey,pcs,,1680
07.03.2026,NEO,-,TOP PANEL LE TP PHILIPS NEO MLU MAINS,pcs,,1680
07.03.2026,NEO,-,Bottom Panel Black,pcs,,1200
07.03.2026,NEO,-,Bottom Panel Black,pcs,,1200
07.03.2026,NEO,-,ADJ F1 OFFSET COMB 1-23MM+LEAFLET(BATAM),pcs,,320
07.03.2026,NEO,-,ADJ F1 OFFSET COMB 1-23MM+LEAFLET(BATAM),pcs,,1280
07.03.2026,NEO,-,ADJ F1 OFFSET COMB 1-23MM+LEAFLET(BATAM),pcs,,1600
07.03.2026,NEO,-,Top Panel HE TP Philips MLU Utility Grey,pcs,,1680
07.03.2026,NEO,-,Top Panel HE TP Philips MLU Utility Grey,pcs,,336
07.03.2026,NEO,-,Top Panel HE TP Philips MLU Utility Grey,pcs,,1344
07.03.2026,SIGMA,-,P-Cap 360 Degree Blade,pcs,,19200
07.03.2026,SIGMA,-,P-Cap 360 Degree Blade,pcs,,9600
07.03.2026,SIGMA,-,P-Cap 360 Degree Blade,pcs,,19200
07.03.2026,BARACUS,-,Bottom cap HE - US(Version),pcs,,1680
07.03.2026,BARACUS,-,Bottom cap HE - US(Version),pcs,,4200
07.03.2026,BARACUS,-,Bottom cap HE - US(Version),pcs,,4200
07.03.2026,BARACUS,-,Bottom cap HE - US(Version),pcs,,6720
07.03.2026,NEO,-,Bottom Panel Black,pcs,,600
07.03.2026,NEO,-,Bottom Panel Black,pcs,,1800
07.03.2026,NEO,-,Bottom Panel Black,pcs,,1200
07.03.2026,NEO,-,Comb holder Black,pcs,,5760
07.03.2026,BARACUS,-,Body groom front cover (Version),pcs,,6720
07.03.2026,NEO,-,DECO PANEL BLACK,pcs,,3600
07.03.2026,BARACUS,-,Body groom back cover(Version),pcs,,2880
07.03.2026,BARACUS,-,Body groom back cover(Version),pcs,,3840
07.03.2026,NEO,-,Spine (Version),pcs,,1440
07.03.2026,NEO,-,Spine (Version),pcs,,3600
07.03.2026,RAMBO,-,Motor Top Cap_Rambo,pcs,,3000
07.03.2026,RAMBO,-,Motor Top Cap_Rambo,pcs,,600
07.03.2026,SALT,-,One Blade P-Cap (Version),pcs,,10800
07.03.2026,SALT,-,One Blade P-Cap (Version),pcs,,15120
07.03.2026,SALT,-,One Blade P-Cap (Version),pcs,,8640
07.03.2026,SALT,-,One Blade P-Cap (Version),pcs,,2160
07.03.2026,XENON,-,O/O Button D-Black TP Blue Xenon,pcs,,3072
07.03.2026,RAMBO,-,Motor Suspension Plate_RK,pcs,,16000
07.03.2026,PEPPER,-,Release Knob (Version),pcs,,9600
07.03.2026,PEPPER,-,Release Knob (Version),pcs,,9600
07.03.2026,BARACUS,-,FMG HOUSING 41 MM (VERSION),pcs,,7200
07.03.2026,BARACUS,-,FMG HOUSING 41 MM (VERSION),pcs,,3600
07.03.2026,XENON,-,Tactile Pin Xenon,pcs,,36000
07.03.2026,YIN YANG,-,Optilight Lightguide Yin Yang,pcs,,10000
07.03.2026,YIN YANG,-,PCBA Battery Motor Frame 14500,pcs,,1200
07.03.2026,YIN YANG,-,Head Interface Optilight Arctic White,pcs,,2000
07.03.2026,XENON,-,O/O Button D-Slate Xenon,pcs,,6144
07.03.2026,YIN YANG,-,PCBA Battery Motor Frame 14500,pcs,,480
07.03.2026,YIN YANG,-,PCBA Battery Motor Frame 14500,pcs,,720
07.03.2026,HERMES,-,Coupling Assy Thor BTM,pcs,,45000
07.03.2026,HERMES,-,Coupling Assy Thor BTM,pcs,,30000
07.03.2026,HERMES,-,Coupling Assy Thor BTM,pcs,,45000
07.03.2026,HERMES,-,Coupling Assy Thor BTM,pcs,,30000
07.03.2026,HERMES,-,Coupling Assy Thor BTM,pcs,,30000
07.03.2026,RAMBO,-,Motor End Connector_RK,pcs,,30000
07.03.2026,RAMBO,-,Motor End Connector_RK,pcs,,18000
07.03.2026,NEO,-,Thinning Comb Batam,pcs,,3200
07.03.2026,NEO,-,Thinning Comb Batam,pcs,,640
07.03.2026,YIN YANG,-,SFS 3mm Comb YY,pcs,,3200
07.03.2026,YIN YANG,-,SFS 3mm Comb YY,pcs,,6400
07.03.2026,BARACUS,-,Skin Protector Baracus(Version),pcs,,4800
07.03.2026,YIN YANG,-,SFS 3mm Comb YY,pcs,,1600
07.03.2026,NEO,-,I/O BUTTON BLACK,pcs,,4800
07.03.2026,NEO,-,I/O BUTTON BLACK,pcs,,2400
07.03.2026,NEO,-,I/O BUTTON BLACK,pcs,,2400
07.03.2026,YIN YANG,-,Optilight Cover Yin,pcs,,8000
07.03.2026,NEO,-,Button Cutter Release Black,pcs,,4680
07.03.2026,NEO,-,Top Panel HE TP Philips MLU Utility Grey,pcs,,336
07.03.2026,RAMBO,-,Battery Frame Rambo,pcs,,1920
07.03.2026,BARACUS,-,Driving Bridge 41mm Baracus Version,pcs,,9600
07.03.2026,NEO MLU,-,TOP PANEL LE TP PHILIPS NEO MLU MAINS,pcs,,168
07.03.2026,RAMBO,-,Battery Frame Rambo,pcs,,1280
07.03.2026,RAMBO,-,Motor Suspension Plate_RK,pcs,,16000
07.03.2026,RAMBO,-,Motor Suspension Plate_RK,pcs,,16000
07.03.2026,RAMBO,-,Motor Suspension Plate_RK,pcs,,16000
07.03.2026,RAMBO,-,Motor Suspension Plate_RK,pcs,,16000
07.03.2026,XENON,-,Comb Actuator Xenon,pcs,,3200
07.03.2026,XENON,-,Comb Actuator Xenon,pcs,,3200
07.03.2026,XENON,-,Comb Actuator Xenon,pcs,,3200
07.03.2026,XENON,-,Comb Actuator Xenon,pcs,,3200
07.03.2026,BARACUS,-,Body groom motion conv.(Version),pcs,,4800
07.03.2026,SIGMA,-,Panel Holder,pcs,,50000
07.03.2026,XENON,-,Motor Cover Xenon,pcs,,9520
07.03.2026,XENON,-,Motor Cover Xenon,pcs,,1360
07.03.2026,YIN YANG,-,SFS Frame YY Sage,pcs,,3200
07.03.2026,YIN YANG,-,Head Interface Non Optilight Black,pcs,,2000
07.03.2026,YIN YANG,-,Head Interface Non Optilight Black,pcs,,4000
07.03.2026,YIN YANG,-,SFS Frame YY Sage,pcs,,3200
07.03.2026,YIN YANG,-,SFS Frame YY Sage,pcs,,9600
07.03.2026,YIN YANG,-,Head Interface Optilight Black,pcs,,8000
07.03.2026,YIN YANG,-,SFS 2mm Comb YY,pcs,,6400
07.03.2026,PEPPER,-,Lock Pin (Version),pcs,,24000
07.03.2026,YIN YANG,-,Release Slider YY Black,pcs,,15000
07.03.2026,XENON,-,BLI Xenon,pcs,,15000
07.03.2026,YIN YANG,-,SFS Frame YY White,pcs,,3200
07.03.2026,YIN YANG,-,On Off Button LP Yang Short TP,pcs,,30000
07.03.2026,YIN YANG,-,PCBA Battery Motor Frame 14500,pcs,,480
07.03.2026,YIN YANG,-,PCBA Battery Motor Frame 14500,pcs,,480
07.03.2026,YIN YANG,-,PCBA Battery Motor Frame 14500,pcs,,960
07.03.2026,YIN YANG,-,PCBA Battery Motor Frame 14500,pcs,,480
07.03.2026,YIN YANG,-,PCBA Battery Motor Frame 14500,pcs,,1440
09.03.2026,YIN YANG,-,PCBA Battery Motor Frame 14500,pcs,,7680
09.03.2026,YIN YANG,-,PCBA Battery Motor Frame 14500,pcs,,1200
09.03.2026,YIN YANG,-,PCBA Battery Motor Frame 14500,pcs,,1440
09.03.2026,YIN YANG,-,PCBA Battery Motor Frame 14500,pcs,,240
09.03.2026,SALT,-,One Blade P-Cap (Version),pcs,,4320
09.03.2026,BARACUS,-,Bottom cap HE - US(Version),pcs,,8400
09.03.2026,SALT,-,One Blade P-Cap (Version),pcs,,4320
09.03.2026,SALT,-,One Blade P-Cap (Version),pcs,,2160
09.03.2026,BARACUS,-,FMG HOUSING 41 MM (VERSION),pcs,,7200
09.03.2026,BARACUS,-,FMG HOUSING 41 MM (VERSION),pcs,,3600
09.03.2026,SALT,-,One Blade P-Cap (Version),pcs,,2160
09.03.2026,PEPPER,-,Release Knob (Version),pcs,,9600
09.03.2026,PEPPER,-,Release Knob (Version),pcs,,9600
09.03.2026,YIN YANG,-,Optilight Lightguide Yin Yang,pcs,,10000
09.03.2026,NEO,-,Spine (Version),pcs,,360
09.03.2026,NEO,-,Spine (Version),pcs,,2520
09.03.2026,NEO,-,ADJ F1 OFFSET COMB 1-23MM+LEAFLET(BATAM),pcs,,480
09.03.2026,NEO,-,ADJ F1 OFFSET COMB 1-23MM+LEAFLET(BATAM),pcs,,640
09.03.2026,NEO,-,ADJ F1 OFFSET COMB 1-23MM+LEAFLET(BATAM),pcs,,960
09.03.2026,NEO,-,DECO PANEL BLACK,pcs,,1800
09.03.2026,NEO,-,DECO PANEL BLACK,pcs,,600
09.03.2026,NEO,-,Bottom Panel Black,pcs,,900
09.03.2026,NEO,-,Bottom Panel Black,pcs,,300
09.03.2026,NEO,-,Bottom Panel Black,pcs,,120
09.03.2026,ONEBLADE BODY,-,Body Comb (Version),pcs,,14400
09.03.2026,ONEBLADE BODY,-,Body Comb (Version),pcs,,4800
09.03.2026,ONEBLADE BODY,-,Body Comb (Version),pcs,,3200
09.03.2026,RAMBO,-,Motor End Connector_RK,pcs,,12000
09.03.2026,SIGMA,-,P-Cap 360 Degree Blade,pcs,,2400
09.03.2026,SIGMA,-,P-Cap 360 Degree Blade,pcs,,2400
09.03.2026,SIGMA,-,P-Cap 360 Degree Blade,pcs,,2400
09.03.2026,RAMBO,-,Motor End Connector_RK,pcs,,6000
09.03.2026,XENON,-,Motor Cover Xenon,pcs,,5440
09.03.2026,BARACUS,-,Body groom back cover(Version),pcs,,2400
09.03.2026,BARACUS,-,Body groom back cover(Version),pcs,,480
09.03.2026,BARACUS,-,Body groom front cover (Version),pcs,,2400
09.03.2026,BARACUS,-,Body groom front cover (Version),pcs,,480
09.03.2026,BARACUS,-,Skin Protector Baracus(Version),pcs,,4800
09.03.2026,XENON,-,Comb Actuator Xenon,pcs,,3200
09.03.2026,BARACUS,-,Body groom motion conv.(Version),pcs,,2400
09.03.2026,BARACUS,-,Body groom motion conv.(Version),pcs,,2400
09.03.2026,YIN YANG,-,SFS 2mm Comb YY,pcs,,1600
09.03.2026,YIN YANG,-,SFS 3mm Comb YY,pcs,,3200
09.03.2026,BARACUS,-,Driving Bridge 41mm Baracus Version,pcs,,9600
09.03.2026,YIN YANG,-,Optilight Cover Yin,pcs,,8000
09.03.2026,YIN YANG,-,Release Slider YY Arctic White,pcs,,15000
09.03.2026,YIN YANG,-,Release Slider YY Black,pcs,,15000
09.03.2026,YIN YANG,-,Head Interface Non Optilight Black,pcs,,2000
09.03.2026,XENON,-,O/O Button D-Black Xenon,pcs,,1536
09.03.2026,YIN YANG,-,SFS Frame YY Sage,pcs,,3200
09.03.2026,YIN YANG,-,Head Interface Optilight Black,pcs,,2000
09.03.2026,YIN YANG,-,Head Interface Optilight Black,pcs,,2000
09.03.2026,YIN YANG,-,SFS 5mm Comb YY,pcs,,1360
09.03.2026,NEO,-,Comb holder Black,pcs,,1920
09.03.2026,YIN YANG,-,SFS 5mm Comb YY,pcs,,1360
09.03.2026,NEO,-,Button Cutter Release Black,pcs,,3120
09.03.2026,XENON,-,O/O Button D-Slate Xenon,pcs,,1536
09.03.2026,XENON,-,O/O Button D-Slate Xenon,pcs,,1536
09.03.2026,NEO,-,ADJ F1 OFFSET COMB 1-23MM+LEAFLET(BATAM),pcs,,320
10.03.2026,YIN YANG,-,PCBA Battery Motor Frame 14500,pcs,,720
10.03.2026,NEO,-,Spine (Version),pcs,,2880
10.03.2026,SIGMA,-,P-Cap 360 Degree Blade,pcs,,2400
10.03.2026,SIGMA,-,P-Cap 360 Degree Blade,pcs,,9600
10.03.2026,SIGMA,-,P-Cap 360 Degree Blade,pcs,,9600
10.03.2026,XENON,-,O/O Button D-Slate Xenon,pcs,,3072
10.03.2026,XENON,-,O/O Button D-Slate Xenon,pcs,,1536
10.03.2026,NEO,-,Bottom Panel Black,pcs,,1020
10.03.2026,NEO,-,Bottom Panel Black,pcs,,900
10.03.2026,NEO,-,Bottom Panel Black,pcs,,480
10.03.2026,NEO,-,TOP PANEL LE TP PHILIPS NEO MLU MAINS,pcs,,1680
10.03.2026,NEO,-,TOP PANEL LE TP PHILIPS NEO MLU MAINS,pcs,,168
10.03.2026,NEO,-,TOP PANEL MALIBU LE TP PHILIPS NEO MLU M,pcs,,672
10.03.2026,HERMES,-,Coupling Assy Thor BTM,pcs,,15000
10.03.2026,HERMES,-,Coupling Assy Thor BTM,pcs,,30000
10.03.2026,HERMES,-,Coupling Assy Thor BTM,pcs,,15000
10.03.2026,NEO,-,Bottom Panel Black,pcs,,480
10.03.2026,BARACUS,-,FMG HOUSING 41 MM (VERSION),pcs,,10800
10.03.2026,BARACUS,-,FMG HOUSING 41 MM (VERSION),pcs,,3600
10.03.2026,PEPPER,-,Release Knob (Version),pcs,,9600
10.03.2026,BARACUS,-,MINI FOIL SHAVER 17 MM TOP COVER(VERSION,pcs,,1440
10.03.2026,BARACUS,-,MINI FOIL SHAVER 17 MM TOP COVER(VERSION,pcs,,720
10.03.2026,BARACUS,-,PREC.FOIL 17 MM BACK COVER (VERSION),pcs,,1440
10.03.2026,BARACUS,-,PREC.FOIL 17 MM FRONT COVER (VERSION),pcs,,1680
10.03.2026,BARACUS,-,Bottom cap HE - US(Version),pcs,,3360
10.03.2026,PEPPER,-,Lock Pin (Version),pcs,,24000
10.03.2026,SIGMA,-,Panel Holder,pcs,,25000
10.03.2026,YIN YANG,-,Head Interface Optilight Black,pcs,,4000
10.03.2026,BARACUS,-,Body groom back cover(Version),pcs,,1440
10.03.2026,BARACUS,-,Body groom back cover(Version),pcs,,2400
10.03.2026,BARACUS,-,Body groom back cover(Version),pcs,,960
10.03.2026,BARACUS,-,Body groom motion conv.(Version),pcs,,4800
10.03.2026,BARACUS,-,Body groom front cover (Version),pcs,,5280
10.03.2026,BARACUS,-,Body groom back cover(Version),pcs,,480
10.03.2026,YIN YANG,-,Optilight Cover Yin,pcs,,8000
10.03.2026,RAMBO,-,Motor End Connector_RK,pcs,,6000
10.03.2026,RAMBO,-,Motor End Connector_RK,pcs,,12000
10.03.2026,RAMBO,-,Motor End Connector_RK,pcs,,6000
10.03.2026,XENON,-,Motor Cover Xenon,pcs,,1360
10.03.2026,XENON,-,Motor Cover Xenon,pcs,,4080
10.03.2026,XENON,-,Motor Cover Xenon,pcs,,1360
10.03.2026,XENON,-,Comb Actuator Xenon,pcs,,3200
10.03.2026,XENON,-,Comb Actuator Xenon,pcs,,3200
10.03.2026,XENON,-,O/O Button Louros Xenon,pcs,,1536
10.03.2026,NEO,-,Button Cutter Release Black,pcs,,1560
10.03.2026,NEO,-,DECO PANEL BLACK,pcs,,1200
10.03.2026,NEO,-,DECO PANEL BLACK,pcs,,600
10.03.2026,RAMBO,-,Motor End Connector_RK,pcs,,6000
10.03.2026,NEO,-,Comb holder Black,pcs,,1920
10.03.2026,NEO,-,Comb holder Black,pcs,,960
10.03.2026,NEO,-,TOP PANEL HE TP PHILIPS MLU HC3530,pcs,,336
10.03.2026,NEO,-,I/O BUTTON BLACK,pcs,,2400
10.03.2026,BARACUS,-,Skin Protector Baracus(Version),pcs,,4800
10.03.2026,YIN YANG,-,SFS Frame YY Sage,pcs,,3200
10.03.2026,XENON,-,BLI Xenon,pcs,,15000
10.03.2026,YIN YANG,-,SFS Frame YY White,pcs,,3200
10.03.2026,YIN YANG,-,SFS 3mm Comb YY,pcs,,1600
10.03.2026,YIN YANG,-,Optilight Lightguide Yin Yang,pcs,,10000
10.03.2026,YIN YANG,-,PCBA Battery Motor Frame 14500,pcs,,720
10.03.2026,RAMBO,-,Motor Suspension Plate_RK,pcs,,16000
10.03.2026,NEO,-,TOP PANEL HE TP PHILIPS MLU HC3530,pcs,,756
10.03.2026,YIN YANG,-,Head Interface Optilight Arctic White,pcs,,2000
10.03.2026,NEO,-,TOP PANEL HE TP PHILIPS MLU HC3530,pcs,,420
10.03.2026,SALT,-,One Blade P-Cap (Version),pcs,,2160
10.03.2026,SALT,-,One Blade P-Cap (Version),pcs,,6480
10.03.2026,NEO,-,I/O BUTTON BLACK TP,pcs,,1560
10.03.2026,NEO,-,TOP PANEL HE TP PHILIPS MLU HC3530,pcs,,84
10.03.2026,YIN YANG,-,PCBA Battery Motor Frame 14500,pcs,,1680
10.03.2026,YIN YANG,-,PCBA Battery Motor Frame 14500,pcs,,1680
10.03.2026,YIN YANG,-,PCBA Battery Motor Frame 14500,pcs,,720
10.03.2026,YIN YANG,-,PCBA Battery Motor Frame 14500,pcs,,1680
11.03.2026,YIN YANG,-,PCBA Battery Motor Frame 14500,pcs,,2400
11.03.2026,JUNIOR ,-,STAND TOP MOLDED Magic Purple,pcs,,735
11.03.2026,JUNIOR ,-,STAND BOTTOM MOLDED#ALPINE WHITE,pcs,,520
11.03.2026,JUNIOR ,-,COVER MOLDED# .([^\,pcs,,36
11.03.2026,JUNIOR ,-,HOUSING PRTED,pcs,,36
11.03.2026,JUNIOR ,-,STAND BOTTOM MOLDED#ALPINE WHITE,pcs,,220
11.03.2026,JUNIOR ,-,COVER MOLDED# .([^\,pcs,,504
11.03.2026,JUNIOR ,-,COVER MOLDED# .([^\,pcs,,216
11.03.2026,JUNIOR ,-,TRAY ASSY GC6840,pcs,,480
11.03.2026,JUNIOR ,-,TRAY ASSY GC6840,pcs,,240
11.03.2026,JUNIOR ,-,FILLING DOOR MOLDED# TRANS VIVA VIOLET,pcs,,800
11.03.2026,JUNIOR ,-,TRAY ASSY GC6840,pcs,,24
11.03.2026,JUNIOR ,-,INLAY-LIGHT STRIP ASSY MOLDED Magic Purp,pcs,,840
11.03.2026,JUNIOR ,-,IRON BOTTOM CAP MOLDED# ALPINE WHITE,pcs,,288
11.03.2026,JUNIOR ,-,CHASSIS MOLDED# ALPINE WHITE,pcs,,480
11.03.2026,JUNIOR ,-,CHASSIS MOLDED# ALPINE WHITE,pcs,,240
11.03.2026,JUNIOR ,-,STAND TOP MOLDED Magic Purple,pcs,,15
11.03.2026,JUNIOR ,-,IRON BOTTOM CAP MOLDED# ALPINE WHITE,pcs,,576
11.03.2026,JUNIOR ,-,HOUSING PRTED,pcs,,720
11.03.2026,YIN YANG,-,PCBA Battery Motor Frame 14500,pcs,,1440
11.03.2026,NEO,-,TOP PANEL LE TP PHILIPS NEO MLU MAINS,pcs,,1092
11.03.2026,JUNIOR ,-,BUTTON FRAME ASSY#,pcs,,672
11.03.2026,JUNIOR ,-,BUTTON FRAME ASSY#,pcs,,168
11.03.2026,YIN YANG,-,PCBA Battery Motor Frame 14500,pcs,,1200
11.03.2026,SALT,-,One Blade P-Cap (Version),pcs,,6480
11.03.2026,RAMBO,-,Motor Suspension Plate_RK,pcs,,16000
11.03.2026,RAMBO,-,Motor Suspension Plate_RK,pcs,,16000
11.03.2026,YIN YANG,-,Optilight Lightguide Yin Yang,pcs,,10000
11.03.2026,XENON,-,O/O Button D-Black TP Blue Xenon,pcs,,3072
11.03.2026,HERMES,-,Coupling Assy Thor BTM,pcs,,15000
11.03.2026,HERMES,-,Coupling Assy Thor BTM,pcs,,15000
11.03.2026,RAMBO,-,Motor End Connector_RK,pcs,,12000
11.03.2026,RAMBO,-,Motor End Connector_RK,pcs,,6000
11.03.2026,RAMBO,-,Motor End Connector_RK,pcs,,6000
11.03.2026,ONEBLADE BODY,-,Body Comb (Version),pcs,,6400
11.03.2026,ONEBLADE BODY,-,Body Comb (Version),pcs,,11200
11.03.2026,ONEBLADE BODY,-,Body Comb (Version),pcs,,4800
11.03.2026,YIN YANG,-,Head Interface Optilight Black,pcs,,4000
11.03.2026,HERMES,-,Charging Stand Kratos,pcs,,2700
11.03.2026,NEO,-,Bottom Panel Black,pcs,,900
11.03.2026,NEO,-,Bottom Panel Black,pcs,,1500
11.03.2026,NEO,-,Bottom Panel Black,pcs,,180
11.03.2026,XENON,-,Motor Cover Xenon,pcs,,1360
11.03.2026,RAMBO,-,Battery Frame Rambo,pcs,,640
11.03.2026,RAMBO,-,Battery Frame Rambo,pcs,,1280
11.03.2026,RAMBO,-,Motor Top Cap_Rambo,pcs,,2400
11.03.2026,NEO,-,Spine (Version),pcs,,1440
11.03.2026,XENON,-,Comb Actuator Xenon,pcs,,3200
11.03.2026,NEO,-,Spine (Version),pcs,,360
11.03.2026,NEO,-,Spine (Version),pcs,,720
11.03.2026,HERMES,-,Coupling Assy Thor BTM,pcs,,30000
11.03.2026,HERMES,-,Coupling Assy Thor BTM,pcs,,30000
11.03.2026,HERMES,-,Charging Stand Kratos CN,pcs,,1000
11.03.2026,YIN YANG,-,Release Button YY LP,pcs,,50000
11.03.2026,YIN YANG,-,Release Button YY LLB,pcs,,50000
11.03.2026,BARACUS,-,PREC.FOIL 17 MM FRONT COVER (VERSION),pcs,,840
11.03.2026,BARACUS,-,PREC.FOIL 17 MM FRONT COVER (VERSION),pcs,,840
11.03.2026,BARACUS,-,PREC.FOIL 17 MM BACK COVER (VERSION),pcs,,1440
11.03.2026,YIN YANG,-,SFS Frame YY White,pcs,,3200
11.03.2026,XENON,-,O/O Button D-Slate Xenon,pcs,,1536
11.03.2026,BARACUS,-,Bottom cap HE - US(Version),pcs,,840
11.03.2026,BARACUS,-,Bottom cap HE - US(Version),pcs,,840
11.03.2026,BARACUS,-,Body groom back cover(Version),pcs,,1440
11.03.2026,YIN YANG,-,Optilight Cover Yin,pcs,,8000
11.03.2026,SIGMA,-,Panel Holder,pcs,,25000
11.03.2026,BARACUS,-,Body groom front cover (Version),pcs,,1440
11.03.2026,PEPPER,-,Release Knob (Version),pcs,,9600
